epoch,acc,loss,val_acc,val_loss
79,0.9217593636785245,0.1972430746238092,0.8203125,0.490515049546957
80,0.9220263964935036,0.1983938991279945,0.78204345703125,0.6426518261432648
81,0.9257267093443803,0.1932279618390594,0.80126953125,0.5671976134181023
82,0.9274814987178979,0.18704155545522266,0.822418212890625,0.5163088738918304
83,0.9288929563515644,0.18199420270416297,0.81610107421875,0.5396636202931404
84,0.9282063003753083,0.18556844033747105,0.776641845703125,0.6839822456240654
85,0.9272907591069819,0.18352999297106595,0.81634521484375,0.5135384127497673
86,0.9302662702276876,0.17858682103876283,0.806610107421875,0.5374735593795776
87,0.9301899731945935,0.17916310184255857,0.82122802734375,0.4931991621851921
88,0.9311436620858747,0.1754357780636771,0.810089111328125,0.5555901974439621
89,0.9348821243059628,0.16953643869847101,0.820526123046875,0.5211258083581924
90,0.9306477438878747,0.17377674448878502,0.802093505859375,0.5248852483928204
91,0.9341191732247707,0.1704973599474081,0.79693603515625,0.6150120347738266
92,0.9369420903793342,0.16694193002951538,0.808868408203125,0.567039780318737
93,0.9371328281803281,0.1651612716342052,0.80511474609375,0.5551863312721252
94,0.9367513544883082,0.1632706910574146,0.81683349609375,0.5267131924629211
95,0.9389639107851939,0.15613929525005232,0.818267822265625,0.5437092334032059
96,0.9414435018206694,0.15449619883029206,0.81243896484375,0.5747871994972229
97,0.941405356153158,0.1540646806667387,0.810150146484375,0.5808731839060783
98,0.943656061860183,0.1489996491414309,0.797393798828125,0.6422495096921921
99,0.9407187001587115,0.1535940881466951,0.789581298828125,0.7741211652755737
100,0.943579766705224,0.14632598557299514,0.775054931640625,0.854114219546318
101,0.9409094379688006,0.150865089623217,0.8133544921875,0.5695891082286835
102,0.9444190129140899,0.14514149019544817,0.806610107421875,0.6150919198989868
103,0.9425116352406685,0.14604263516624577,0.82183837890625,0.586758553981781
104,0.9452201115909518,0.14341521028355655,0.81451416015625,0.5689207017421722
105,0.9447241933520238,0.14289517972046772,0.811676025390625,0.624801829457283
106,0.9435416173587504,0.14625190299035865,0.800018310546875,0.5995437279343605
107,0.9477759958850607,0.1374588646656899,0.807708740234375,0.6371754482388496
108,0.9449149311075423,0.1394360906141723,0.81231689453125,0.5772803649306297
109,0.9484245043065752,0.1344892852826332,0.81341552734375,0.5817690268158913
110,0.9489204225500506,0.13355951156361184,0.8216552734375,0.6197179034352303
111,0.9505607673539226,0.12845553289477882,0.8153076171875,0.6606015563011169
112,0.9518196366740427,0.13047170153928947,0.81011962890625,0.6040580123662949
113,0.9516289007739216,0.12973723212741484,0.79705810546875,0.7345499023795128
114,0.9501029967152118,0.129938730753022,0.79632568359375,0.7278225049376488
115,0.9520866695617823,0.12607649011443497,0.816741943359375,0.6172897443175316
116,0.9503318820800426,0.12734928350272345,0.816497802734375,0.5705467164516449
117,0.9520485238897234,0.12456390599873589,0.820526123046875,0.5932039245963097
118,0.9498741132967294,0.12969820077817465,0.81201171875,0.6389070749282837
119,0.9517433434335992,0.12723760895287226,0.80206298828125,0.660075306892395
120,0.9505226216818635,0.12722361124406792,0.803009033203125,0.6734126284718513
121,0.955291066047319,0.12072945545846941,0.8155517578125,0.6054452583193779
122,0.9551766215049585,0.12093247260414891,0.804962158203125,0.7233067825436592
123,0.9526588828920035,0.12178968788989578,0.8199462890625,0.6564260646700859
124,0.954795147799296,0.11800814165436103,0.813018798828125,0.6408580839633942
125,0.957007705974317,0.1128381742840229,0.813995361328125,0.6523193493485451
126,0.9579232454190786,0.11327033178776928,0.816558837890625,0.6177614256739616
127,0.9583810179177343,0.11052217540910499,0.80657958984375,0.707438200712204
128,0.9571602961932839,0.11284451771186747,0.8121337890625,0.6710451915860176
129,0.9596398853960996,0.10852824247469116,0.8199462890625,0.6486951261758804
130,0.958266575294437,0.10997056509715937,0.8214111328125,0.6232907474040985
131,0.9575799174218553,0.11133842073034765,0.811492919921875,0.6915103644132614
132,0.958991378825435,0.11021822607857398,0.80535888671875,0.6928063258528709
133,0.9616617076528093,0.10470801992625386,0.81768798828125,0.625950388610363
134,0.9578088045738705,0.10926487019590103,0.809783935546875,0.6580418795347214
135,0.9611276418682347,0.10604556415952242,0.795623779296875,0.7118401750922203
136,0.9611657875266512,0.10318073586278625,0.821990966796875,0.6161974146962166
137,0.9608987546616491,0.10252696388774345,0.815338134765625,0.6752390488982201
138,0.9616617057746741,0.10236386078813943,0.817108154296875,0.6522291302680969
139,0.9621576239590315,0.09903129673553493,0.8157958984375,0.6325638443231583
