epoch,acc,loss,val_acc,val_loss
0,0.6907759221911458,0.6822151169584465,0.499542236328125,1.5274947136640549
1,0.7563897144278773,0.5206423213791682,0.499542236328125,2.0258845537900925
2,0.7782864108041612,0.4963867699171337,0.499542236328125,3.0791923999786377
3,0.7836652178645016,0.4760514467720437,0.499542236328125,3.427406817674637
4,0.7888532834494333,0.46816273097625594,0.499542236328125,3.521140217781067
5,0.795147629968178,0.4565016052206694,0.499542236328125,3.2351982295513153
6,0.7994964510995954,0.44773518109863664,0.499542236328125,2.7923570573329926
7,0.8034256511388677,0.4410321500760299,0.499481201171875,2.0908094346523285
8,0.8042648954877885,0.436713212051826,0.511444091796875,1.6419512778520584
9,0.8085755709653372,0.4290778652212117,0.538055419921875,1.3939490914344788
10,0.8107881272940557,0.4276683940247703,0.56195068359375,1.099778100848198
11,0.8134966055224742,0.4204075855149042,0.5791015625,1.0205062180757523
12,0.8105973913621018,0.42009708691654685,0.60260009765625,0.8860314711928368
13,0.8157091637293279,0.41449477130373363,0.6156005859375,0.7661816626787186
14,0.818532080947557,0.4095566832810979,0.6141357421875,0.8375919088721275
15,0.8190661466912037,0.40701314460188026,0.676483154296875,0.7274607345461845
16,0.8223086906632688,0.40234060292750734,0.6903076171875,0.6891113519668579
17,0.8262760363564099,0.39588766759189725,0.74432373046875,0.5764097347855568
18,0.8300526423795168,0.39227288116249676,0.735137939453125,0.588576465845108
19,0.8314641037603587,0.3874882906595757,0.71990966796875,0.6115497574210167
20,0.8318455775024016,0.3860233946901406,0.642303466796875,0.7710970118641853
21,0.8344396111566269,0.3823393328726278,0.715606689453125,0.6693063452839851
22,0.8376821533233175,0.37456340136358485,0.62078857421875,0.8830099031329155
23,0.8360036627973637,0.3758919953917933,0.7738037109375,0.5223180130124092
24,0.8394750883779891,0.3731654805623031,0.776763916015625,0.47979944571852684
25,0.8389410226479851,0.3716276301334095,0.72705078125,0.6371238976716995
26,0.8422217142339101,0.36318387032610205,0.77301025390625,0.500334981828928
27,0.8452353691303495,0.361303968693141,0.659332275390625,0.8094019889831543
28,0.8403524821552394,0.3653810698207332,0.7862548828125,0.4697526693344116
29,0.8475242242929891,0.35474936135338914,0.8011474609375,0.43002136424183846
30,0.8509193548323443,0.3533876259148489,0.670867919921875,0.7421295791864395
31,0.849279009932974,0.35131735263995306,0.766204833984375,0.5408682078123093
32,0.8549629955394704,0.34458838777601414,0.78839111328125,0.47186511382460594
33,0.8517967484686206,0.34573559335124493,0.76220703125,0.5535377785563469
34,0.8563363075692911,0.3395708552498816,0.742156982421875,0.6229450404644012
35,0.8549248479756336,0.3394595475321259,0.807952880859375,0.42947687953710556
36,0.8609140140291591,0.33161054851398175,0.720947265625,0.652228519320488
37,0.8636224903521571,0.3256856469678926,0.758819580078125,0.5733007043600082
38,0.8625162113465024,0.32446797346826856,0.8052978515625,0.42939335107803345
39,0.8626688015609217,0.32491521751379504,0.812408447265625,0.4126148112118244
40,0.8641565581149128,0.3222973783297061,0.788421630859375,0.4929215721786022
41,0.8678950165605404,0.31736421867258047,0.81787109375,0.4130879081785679
42,0.8698405418387265,0.31311248733193886,0.803466796875,0.44435202702879906
43,0.8717097720119767,0.3109131016378919,0.80194091796875,0.4383213594555855
44,0.8708705276948887,0.3095785242255896,0.81268310546875,0.41883327439427376
45,0.8735408565086205,0.30511381661918313,0.802154541015625,0.45332807302474976
46,0.8759441524709928,0.3015847932244635,0.78424072265625,0.5131727494299412
47,0.8776607924116333,0.29738459462176164,0.817230224609375,0.4257814809679985
48,0.8778515283344921,0.29489757009990303,0.818603515625,0.41787896677851677
49,0.8780422679726934,0.2936106452345621,0.78948974609375,0.5133892595767975
50,0.8776989399436373,0.2932376137239633,0.789154052734375,0.5000560469925404
51,0.8807507442911439,0.2865961195311703,0.802764892578125,0.485585767775774
52,0.8858243672163979,0.281912870976275,0.813232421875,0.4622618108987808
53,0.8859769574171747,0.2789931875840654,0.804473876953125,0.4912777580320835
54,0.8875410072252518,0.27338533989668456,0.81304931640625,0.45095110312104225
55,0.8889143191914068,0.26916795290516,0.813201904296875,0.46363211423158646
56,0.8949034852494798,0.262937562611371,0.8001708984375,0.4863034784793854
57,0.8935301732514919,0.26407392447051353,0.8165283203125,0.43074916675686836
58,0.8958571759688734,0.25760719655097974,0.80670166015625,0.4912695027887821
59,0.8947127474666761,0.26151823569346394,0.7998046875,0.5260665342211723
60,0.8931868471369514,0.2640684491265436,0.787200927734375,0.5559895932674408
61,0.894331271905616,0.25473563299987084,0.809539794921875,0.4812438637018204
62,0.8985275047780575,0.2509406581572194,0.786529541015625,0.5587734133005142
63,0.9000915545679443,0.24773667056172885,0.82269287109375,0.450074952095747
64,0.8992523064627531,0.24949016299192808,0.80645751953125,0.4952060356736183
65,0.9029144735369774,0.23817040707068757,0.8173828125,0.46364638581871986
66,0.9029144735096921,0.24024870722264932,0.819061279296875,0.47090841084718704
67,0.9051651774158901,0.23669974819909173,0.809356689453125,0.4869365729391575
68,0.9070725569901845,0.23168173315478305,0.812744140625,0.4978407174348831
69,0.9094377035105847,0.22679672747034135,0.78704833984375,0.5662366673350334
70,0.9104676893485568,0.22318747590315227,0.821746826171875,0.4744688980281353
71,0.9174105442842685,0.21044788021599117,0.818511962890625,0.46163832023739815
72,0.9143205923683776,0.21454573138392088,0.807525634765625,0.5111952051520348
73,0.9140535595715887,0.2191422832492397,0.797515869140625,0.5427368655800819
74,0.9151216910225017,0.2104438965422634,0.81298828125,0.5024376176297665
75,0.9145876252106419,0.21028155560004883,0.815216064453125,0.5042964965105057
76,0.9200427237015035,0.2004177716523784,0.8138427734375,0.48955177143216133
77,0.9201571663884665,0.20415609345912133,0.803253173828125,0.5205725282430649
78,0.9204241992489209,0.20117695632325236,0.763458251953125,0.6809839680790901
