epoch,acc,loss,val_acc,val_loss
0,0.7631607055664062,0.5187749140895903,0.58416748046875,1.062410369515419
1,0.7997474670410156,0.44368299283087254,0.67718505859375,0.6419930905103683
2,0.8100738525390625,0.42509051132947206,0.68402099609375,0.6219676062464714
3,0.8201103210449219,0.4065124080516398,0.68408203125,0.6630627065896988
4,0.8283348083496094,0.3904454754665494,0.701568603515625,0.593981496989727
5,0.8345832824707031,0.3783607897348702,0.652862548828125,0.7243609577417374
6,0.8406524658203125,0.36549706058576703,0.756744384765625,0.508637335151434
7,0.8467941284179688,0.35379317915067077,0.7633056640625,0.5432018414139748
8,0.8525505065917969,0.3440797389484942,0.82080078125,0.38805583491921425
9,0.8570289611816406,0.33487583603709936,0.79534912109375,0.41979246959090233
10,0.8627815246582031,0.32454147981479764,0.745880126953125,0.5150792598724365
11,0.8638343811035156,0.3195911874063313,0.815948486328125,0.40043381229043007
12,0.8687973022460938,0.3107455996796489,0.814453125,0.3990480788052082
13,0.8727874755859375,0.3027843963354826,0.75921630859375,0.589053638279438
14,0.8757553100585938,0.29776397068053484,0.8167724609375,0.4218939282000065
15,0.8781242370605469,0.2917790897190571,0.8070068359375,0.42785201221704483
16,0.8824539184570312,0.28369903890416026,0.814178466796875,0.4274813123047352
17,0.8835372924804688,0.2796525564044714,0.81890869140625,0.4269951693713665
18,0.8861351013183594,0.27533793821930885,0.81524658203125,0.4631139002740383
19,0.8872032165527344,0.27218486927449703,0.816986083984375,0.4775398261845112
20,0.8898429870605469,0.26598941977135837,0.7982177734375,0.5277850329875946
21,0.8910102844238281,0.26405367045663297,0.796600341796875,0.5196375474333763
22,0.8940277099609375,0.2573037997353822,0.79315185546875,0.5321419537067413
23,0.8947715759277344,0.2546912196557969,0.823760986328125,0.4457602761685848
24,0.8980827331542969,0.24958538659848273,0.821685791015625,0.4659220725297928
